COMMENT,LABEL
thầy An nữa Thạch ơi  tới tối  khuya vẫn còn  mùi deadline bay khắp phòng ,neutral
Nó lại đúng ,positive
Thư Ngô Minh ủa sao m kêu ở chung được với 2 đứa kia ,neutral
Lam Bình hoàng hậu chia tay càn long qa vn du học ,positive
Nguyễn Quỳnh văn vở xuất sắc lắm chàng trai  không sao chụy thích đó ,positive
Satomi Kudo không lẽ là của vậy u với 18 ,neutral
Ủa sao mình hết thấy mấy cái cmt của bạn Quỳnh Như gì đó rồi nhỉ ,neutral
Nguyễn Ngọc Như có ng đi chơi trung thu rồi,positive
Thế ở khu B thì thường đi đến trường bằng phương tiện gì ạ,negative
Bích Vân về đi ng ta chờ kìa,neutral
Rừng Bắp thầy làm giá quá gòi muốn m9 ha dì,negative
Ngọc Thảo chờ gì nữa bạn ,neutral
Thanh Hoa m thấy không t cảm thấy mọi chuyện nhỏ nhặt mà đúng không,neutral
Võ Thị Quyên rén ,neutral
Các anh chị cho em xin review về ngành Ngôn Ngữ Anh của Nhân văn với ạ ,neutral
 ghê,negative
 Loan đừng nhắc chứ chị ,neutral
Làm việc vô trách nhiệm đến thế là cùng đề nghị đổi toàn bộ BQL hiện h đi Phế quá,negative
 May mà không phải k12 ,positive
Thư Sil t không có trog đó má,neutral
Lyn Lyn  mình thấy icon cuối quen quen á ,positive
Gì đấy Định bốc phốt e à,neutral
Tịnh Nghia em chỉ ghen tỵ với trai thẳng Văn Nghĩa đi vệ sinh không dội cầu thôi à,negative
Thành Đặng bác An đi hồi nào á bạn,neutral
Nguyễn Lâm Quỳnh m noi m a,neutral
Dũng Kuns không biết mình có được nằm trong giấc mơ của ai đó không ,neutral
Diễm Ngọc đây là 1 câu chiện bùn,negative
Huỳnh Thiên Hương thích vậy bạn,positive
Phương Thảo thôi hiểu kĩ tớ đi nè ,positive
 nam trường này gă lăng với nam hết rồi em ,positive
Thầnthiếplà Nữuhổlộc Chânhoàn Thỉnh an quán quân mùa 1 thái hậu vạn an,positive
Nhân văn trùm cuối,positive
Lan Dương ủa vậy hả,neutral
Nguyễn Văn Toản thùng rỗng kêu to đó anh ,neutral
Ông Bụt rất tiếct không dùng ig vậy Bạn tag sai cmn người rồi bạn nhélêu lêu,negative
Lê Hà Minh Trung lỡ thg bé tưởng thật xong vào tường của e xem là mang tiếng cả clb không ,neutral
mình để hình của mình nè bạn ,positive
Nguyễn Dương Hải okia a,neutral
 nhìn thẳng chứ chưa chắc đc đâu e ơi,neutral
Trương Thắng đọc cmt ,neutral
Ngàn Nguyễn tưởng ngta kiếm bạn	,neutral
Thụy Du kế hậu đến ở ktx tao này mày  chắc chán Dực Khôn cung lắm rồi,positive
Quang Đông được luôn ông êy,neutral
chắc lấy bắp rang ra ngồi hóng quá,positive
Thảo Nhi thì t có nói m mê mô  cơ mà bạn t nói vậy mà ,neutral
Quách Bảo Ngọc đm phòng toàn senpai,negative
Thịnh Nguyễn Bửu  xin thì có cần giấy tờ gì không ạ 	,neutral
Xuân Huỳnh tỉnh chưa  ngủ sâu mơ kĩ ghê  ,neutral
Thẳng kín là thẳng sao ,neutral
Nt Huyền Trinh có bắt phải mặn đâu chăm rep là sẽ share muối cho ,positive
Chính Trần bây giờ dùng tiền cũng không mua được sự thoải mái,negative
Gặp cô lao công nha em Thân ái,positive
 Cả tuần mưa không chứ nắng với gió gì  ,neutral
Thượng Thị Thái Ngân chúng ta đều từ 1 lab ra mà ,neutral
 làm SV thì theo tui thấy có làm ctv viết bài là nhàn nhất và không bị ảnh hưởng việc thôi,neutral
Khánh Vy Thoại Nhi  war lớp tui và 19CSH2 mời 2 cị hít ạ,neutral
Ngọc Minh Ôi cám ơn em nhé,positive
Duy Tân Đỗ sao lại bán bạn thế này,neutral
Thanh Trung Nguyen thấy trưởng nhà mình kêu đợi thông báo thu tiền mặt ,neutral
Vậy chứ hồi đó yêu nhau là vì điều gì,neutral
Quyên Lê ăn có mỗi đó thay cơm đó chòi,neutral
Thanh Anh Cách Cách qua đây tui khao ăn bún nè ,neutral
Thúy Ngà Nguyễn m coi cls aka chị em thiện lành nhà m kìa ,positive
Dun chuông báo cháy thân thiện nữa ,positive
Ngô Thị Bích Trâm Nguyễn Thủy Trân Bảo Thanh Thảo Phương Thảo Nguyễn Thông nghe muốn đột quỵ,negative
Thành Chu bạn mình ghê rứa,neutral
Nhật Huy thích t giùm cái,neutral
ủa đm Lộn số ,negative
Xưa phá ghê,negative
Phòng đã nghèo thì thôi còn ,negative
Không uổng 40k tiền mạng 2 ngày Thanh Tâm ạ,positive
Tỷ đi em đi cùng,positive
Anh đọc Hoàng Tử Bé chưa Em hỏi chơi thôi chứ nó không liên quan gì đâu ,neutral
 Nhật Đăng 7 tháng chưa cắt tóc  tóc dài 30 cm nè em ,neutral
Lương Lê roi em an com chieu chua,neutral
Minh Hiếu tấu hài ,positive
Bí Thư  tui nghe từ bà đó hay chưa ha ha,positive
 Nguyễn Phạm Đức Duy kìa bà,neutral
Chắc hôm ấy quên mang kính ,neutral
Vô ktx xôm tụ ới mấy bạn ,neutral
Tôn Ngọc Minh Quân sao t muốn ở nhà mà không ai giữ t lại hết z,neutral
Hiếu Quan làm vậy mất giá chết ,negative
 kỳ cục,negative
 tán chị Nguyễn Thị Thuỳ Dương ,positive
KTX ĐHQG Confesions ủa du diên áa chưa có đỉm,neutral
Huy Hà chọn con cu ah ,neutral
Tôi gay,neutral
 từ từ rồi quen  dẫn dắt câu chuyện hay ghê,positive
 Thể theo yêu cầu nên mình tag con bạn dô để đó gòi ai mần sao mần Nguyễn Quỳnh Lê,positive
Nguyễn Khắc Bình hồi đó nói q gì vậy ta,neutral
 An Nguyễn zô tư zấn cho bạn mới kìa anh ,positive
Nguyễn Hứa Nam Khôi  ủa có đợt 2 à,neutral
Minh Huy giỏi av mà không thèm chỉ cj là hơi xấu á quy,negative
Nguyễn Thị Thảo Nguyên mìnhmình giống bạn này á ,neutral
Nguyễn Thi nằm vùng để chống phá hay gìHả bker kia,negative
 9669 là gv nhập điểm quá trình sai dồi bạn ơi,neutral
Vy Trương hết hồn luôn ,negative
Mình muốn thả tim mà sao không được 	,negative
 bác nào UIT nhắn thì tự nhận đi ,neutral
Nguyễn Tú nghe giống giống t quá m Hí hí,positive
Trần Thị Thu được á bạn,neutral
Omg chuyện gì thế này ai ship bạn Thư xuống thủ đức đê ,positive
Khánh Duy sao không nên vào ktx vậy ạ,neutral
Tran Sohao m có đi hẹn hò thì nên xõa tóc  Đủ thu hút mọi ánh nhìn,positive
Nghe nói con dâu tới Ai gia đứng đây từ chiều,positive
Khiem Chau ukm  cx có lớp tài năng,neutral
 trường chỉ nhận chứng chỉ của các trường trực thuộc ĐHQG thôi hay sao á em ơi,neutral
  mang tiếng học khoa HTTT mà đến nhảy múa mua vui cũng không biết Chắc tui ckầm kảm,negative
Thư Nguyễn mình bảo ac  chứ cô thì tui hk dám,negative
Gần 10 năm rồi cái sảnh NVC vẫn y vậyV mà hồi 3 năm trc bảo chỉ cho tụi cao học học NVC thôi,negative
Ngọc Hiệp kệ toai ít ra tui còn lấy khẩu trang giùm cô,positive
Thach Hoang Nguyen 0,neutral
Toàn này cũng khoảng 5 6 năm trước nè nằm la liệt ,neutral
À rồi ròi ,positive
Lần đầu cùng mẹ đi xe buýt dọn đồ vào ktx ,positive
Minh Huy m8 cao quá m75 đổ xuống là đẹp,positive
 Phạm Hoàng Thành tứk á,negative
Heo Map rất là thâm nho,negative
Có tiền mua bánh đã tốt ạ ,neutral
 mình nghĩ là bạn nên vào phòng tâm lí của trường mình thử xem,positive
ối sr bạn mình làm rơi sổ hộ khẩu ở đây bạn điền tên vào rồi trả lại mình nhé,negative
E vào đi bọn a chờ e đấy,positive
Phát Nguyễn chơi buê đuê không,neutral
Nguyen Nghia cảm ơn a nha ,positive
Hồi mới vào ktx sân gạch còn có cả đa cấp vào nữa cơ,positive
Hồ Trâm ngày khai giảng thường là cách 1 tháng á	,neutral
ước gì có ng đăng tus tìm mình,positive
Cừu Bảo Bảo à Cảm ơn bạn nha ,positive
Cùng 2k2 mà ông cf5 giỏi vl  nhìn lại mình chán,negative
Nhìn ai cũng ăn được bánh trung thu cmn bực bội ,negative
set kèo cổng sau đi Cần súng ống gì không,neutral
Kim Yến thấy miêu tả co chỗ nào giống BTSĐ như t hông ,neutral
Trần Vũ Hoàng Tú trời ơi sướng quá zậy,positive
 mất thời gian rồi chẳng ra sao cả,neutral
Yêu với chả đương ,negative
Đinh Văn Ty cái gì nà  ,neutral
Anhkun Kobayashi ngay cái lúc loa phát thanh đã thấy có sự gì gì đó dòi,positive
Trần Phi thấy xong xỉu tại chỗ chạy không nổi,positive
Huỳnh Hồng Kiều cả 2 đứa cùng bật map luôn Thua,positive
 Sang Sang nghe mùi gia trưởng từ câu ở nhà làm nội trợ cũng được  ,neutral
Heo Map bậy rồi phải bật tiếng ốh yeah ứ mới sợ,positive
Thanh Tuyen  cho L lm ông địa nha,positive
Thư Nguyễn giờ bị chứng sợ các vật thể tròn luôn ,negative
 quần jean/kaki dài với áo thun thôi  Được thì đong đôi giày cho nịch sự,neutral
Doi Dep Lech hôm nào cơ chứ Tuần thì đi với nhau đến 34 ngày haha,positive
Phuoc Ba Nguyen bậy ròi t đâu cần chấm đâu ,negative
 mặc áo thể dục quần tây và dép lào bạn nhé,neutral
Kim Hậu tên page,neutral
Ngân Linh  khóc á,negative
Jack Phát lên thẳng fb của trường hoặc trang fb tuyển sinh của trường là ra mà bạn	,neutral
Ủa ồ nô không muốn,positive
KHTN_Cfes bậy nha chú em trai KHTN thẳng rất nhiều,negative
Quốc Thành gửi qua bưu điện ạ,neutral
Phan Đức Hiển loz mập gay,negative
Nguyễn Thị Hồng Hải lên sớm giành phòng nè,positive
Huy Hoàng Lê liên quan méo gì tới t bro _,negative
Nguyễn Lực ui dời eo vì Mặc áo eo vì chất vl luon,positive
Nguyễn Thức tag hết đội vô,neutral
 Trường mình nhiều nữ lắm nên đừng lo chuyện đó Như lớp anh này có nữ nào đâu ,positive
Thanh Khải Tuỳ trường,neutral
Thân gửi đến ,neutral
Nguyễn Thanh Nhật Anh biết đâu sau hnay mng sẽ không còn thấy Lép nữa ,negative
Duyên Nguyễn ủa lâu lâu bn lên tus cái mí bạn dis bn dữ,negative
Thúy An cứ gay hóa người ta là sao,neutral
Thanh Nên đi ra chỗ khác chơi ,neutral
Võ Duy Tân đã ad bạn ưi	,neutral
Trần Hà Bảo Long Hồng Nguyễn tag Hoa cđ vô giải đáp cho e cái nè ,neutral
Chắc tại không thấy số 142142,neutral
chắc đang luyện thi ielts writing task 2 bản gọn,neutral
Dip Dinh cáu,negative
 Phúc Thuần Nguyễn m hả,neutral
Nguyễn Thanh Trúc  chắc chung á ,negative
anh ơi cho e hỏi một chút về chiếc Audi A4 Sedan là tiền đâu ra để mua vậy ạ,neutral
em hiền hồi giờ mà ,neutral
mắt ta chỉ nhìn thấy điều ta muốn thấy,neutral
Anh Đức bot xao lai nhe ,negative
Hoang Loc Tran chắc phải nhờ ai đó qau bk học ké rồi về uit học tiếp rồi ms kể cho em nó nge đc a ạ,neutral
Lâm Thị Thủy Kiều đọc hết hồn luôn á,negative
Phạm Nguyễn NhưÝ bạn Như Ý nè,positive
người gì mà kỳ cục thế quơ đũa cả nắm ah,negative
Vô Diện m cũng bye bye BA2 710 đi,positive
Gặp Vy hã,neutral
 Python thì gõ helptên hàm thì nó hiển thị thông tin của hàm đấy,neutral
Ngọc Nhi cảm động qué,positive
Thảo Như nta hỏi quả đó kìa,neutral
 đi để trở về nha cậu đừng ngu giống mình hồi xưa ,negative
 không muốn gây war thì đăng lên thêm làm cl gì vậy Cứ để cái post cũ tự chìm đi ai care đâu,neutral
Lộc da t đen ba vậy vớ vẩn,negative
Trung Huỳnh có một người kéo mọi người thoi ,positive
Năm đó Tự Nhiên suốt ngày qua Sp ké đủ thứ ,neutral
Phan Lê Khánh Ly kính gửi chị Ly,positive
 thích thì xin không thích thì xin 3,neutral
Thủy Võ  giống t vs m 1 lần nhớ đời ,positive
Đan Cat chỉ cần có thẻ BIDV thôi á,neutral
Nghe mà tức cái lồng ngực dễ sợ luôn,negative
Kim Thoa để hỏi thay bạn số 1   bạn có ny chưa  ,positive
 làm những gì mình thíchchơi những thứ mình thích,neutral
 mình cũng bị tra tấn karaoke riết,neutral
Mai Diệp Yến Nhi đúm zậy,positive
Đặng Nhật vào sg chúng mình lại cùng đi nữa nhá,positive
Cheshire Ngh một thời để nhớ,neutral
Trương Thành Nhân dạ cho em hỏi anh ở ktx hay ở nhà ạ  ,neutral
Dao Phan số  viết cho tui hả ,neutral
Nguyễn Thị Thúy Linh  cũng là thắc mắc của mk nữa 9 điểm,positive
Giờ mới biết chó yêu mèo đấy ,neutral
Kim Ngọc Nghiên không biết Quí Phi dạo này còn thích đi đâm chọt dạo nữa không,positive
solo la coi chung do,negative
Hiên Võ nhảy nhảy rung lắc các kiểu là ăn vả nha con,negative
Ngân Nguyễn theo ad biết là không ,positive
Nguyễn Trí Minh dạ cám ơn anh,positive
Cà Chua  chờ gặp X đi cafe là được rồi,neutral
 bữa nghe thầy cố vấn bảo mất thì đi học lại ,neutral
sân trường mình nhiu hecta nhỉ,neutral
Ánh Linh dạ má,neutral
Minh Nhựt bạn êi,neutral
Yên Chi hình như là quả quách chỗ t kêu vậy có ng bảo nó là Sala gì đó,neutral
 Trần Thiên Phúc tag hết phúc lớp mình vào đây bn ơi,positive
Thu Huyền vinh đậu rùi,positive
Is me,neutral
 đi chung máy bay với  kìa ,neutral
Nguyễn Hồng Thank nếu có nhu cầu thì lo tham khảo trc nhe,positive
Spkt là đường võ văn ngân mà nhỉtrạm đó đi qua spkt chưa,neutral
Lê Minh Khánh Trần Hữu Long Quân Nguyễn Ti Gơ Nguyễn Văn Huỳnh Ý p 302 AH2,neutral
Trần Khánh Duy bớt atsm bác ,negative
Nguyễn Nhựt Mai Chi ê này ngừ ta là chim phượng quàng 12 cọng lông thần nghen m,neutral
 Bình Ngô Xin Thanh Phượng nghe hỏi mà gớt nước mắt run run run ,negative
Thiên Thiên không chỗ a ở á em,positive
Buồn chút thôi  haha vậy các anh chị BQL ngồi dưới các cụm làm gì,negative
 Anh Đức nha,neutral
Hoàng Đức ờ Cũng đúng hé Không chịu học thì cái gì cũng khó Mấy đứa ranh con 2k2 	,negative
Huỳnh Hải Tường Dân rep ib nhé em,neutral
Tùng Nguyễn nhìn chị Kiều mà học hỏi Nhờ ở ktx nên nay đẹp gái quá trời quá đất đấy,positive
Thành Phạm  mình thuộc CSE á bạn ưi	,neutral
 Nguyễn Thành Trung bạn hàng xóm xin tips kìa bà Thiều Lâm Vỹ Văn Nhơn up,neutral
Thái Tuấn Phong mệtch,negative
Hahahahahahâhahahaha,positive
 được bạn ai cấm đâu,neutral
gì 300 dữ,neutral
Nguyễn Huy vậy 1 s luôn Huy,neutral
Nghĩa Danh mong đó là những bạn gái,positive
Cái này đâu phải là thính mà là thật ,neutral
Pan Pan ô cơ ,positive
Nguyễn Tú Hữu  Nguyễn Xuân Thanh thân tag  ,neutral
Hữu Huy đọc đi m,neutral
Vĩnh DuyTrung Nguyễn sao đeo lủng nhỉ,negative
Nhung Vũ ý nói mấy nhok	,neutral
Đặng Quỳnh Anh ở cho biết,neutral
Ngan NguyenThi viêm phổi,neutral
Trần Xuân Ánh   viết cfs ghét như bạn nói chuyện vậy đó,negative
Thái Ngọc Ma Sa mơi mốt mà có bồ đi chơi là hỏng đc mặc combo áo thun với jeans nha mng,neutral
Khánh Vinh Bùi Mình nghĩ là con bò á ,positive
Nguyễn Ngọc Xuân Mai thôi thì tại duyên,positive
 chưa trải sự đời,negative
Gia Dang rồi ktx thành tử cấm thành vậy ,neutral
Nguyễn Thị Nguyệt Hà t đang viết cmt và gặp m,neutral
Âu Bảo hong,neutral
Thúy Ngà Nguyễn  Người ta bận rep vu vơ ngàn bạn trai rồi  cửa đâu tới tụi mình ,positive
Nguyễn Phan Gia Linh Thành Nam Thiên Thiên   để 3 cử nhân hóa học này đập chết nó ,negative
Thịnh Nguyễn Bửu thôi để tui nhường lại cho ô,neutral
Yến Phượng đọc  đi bạn,neutral
Phan Duy hel thầyEm đó đứng đây từ bữa tới giờ ,neutral
Bảo Yến  quen hông ,neutral
Nguyễn Lam  chuẩn quá bạn ưi,positive
Chung Nguyễn Trường Duy chắc nó cuồng quá nên quên họ quên phòng thôi,neutral
CTRR là môn Cấu trúc rời rạc nhé ,neutral
Lương Diệu Tiếp hóng hớt ghê á  drama dạo này hơi bị xịn nha,positive
UIT Confesions tui thua ông  Quince,negative
Phạm Nhật Phi cái đm ông ,negative
E ề ê,neutral
Nguyễn Hồng Quang ăck bùn cậu,negative
 giấy báo lên trường lấy  chừng này đủ chưa ạ	,neutral
 Muốn vô trường thì dũa cái nết e lại đi ha ,negative
Đây mới là bài cuối  ,neutral
Có thẻ VCB rồi nhưng muốn đổi sang thẻ VCB ĐHQG thì sao ạa,neutral
 đọc cứ như bạn đang tim máy khâu máy đập vạy ,negative
Trường An sai chỗ nào nữa bạn ơi	,neutral
nhiều quá lười đọc ,negative
 mày dụ dỗ con người ta đúng hông hả con nhỏ Triết học kia NT Khang,negative
Anh em nào hít đc tí drama của  thì kể tui vs,positive
Thu Mon  số 5 kìa,neutral
Trường Hải để nó chở coi chừng bị đánh ghen ,negative
giờ xuống sân múa nè,positive
Thiên Ngân Nguyễn ê cùng câu hỏi luôn á bồ,positive
Lên,neutral
Võ Huỳnh Mai thân tag ,neutral
Như Như để lại đây để chờ ai đó ib cho bạn em ạ,neutral
 t thấy rảnh mà,positive
Phạm Đức Thể bạn không cùng đẳng cấp với mình nên còn lâu mình mới làm quen với bạn	,neutral
Mình muốn xin liên lạc của phòng đào tạo trường Mình để hỏi về một số vấn đề với ạ,neutral
 30km đi xe bus đây  ở nhà đc thì ở cho khoẻ,positive
Trần Đạt t nói xe mà có nói ng đâu ,neutral
Huỳnh Nguyễn kệ chế đi cưng  ,neutral
 chưa trải nghiệm chương trình học thần thánh của trường mà đã lú như này rồi,negative
Em cảm ơn nhiều ạ ,neutral
 nó thách thức anh nông dân kìa ,negative
 Nhung Vũ đại tỷ lên cfs rồi ,positive
Éo hiểu nhìn kiểu gì ,negative
Học ở trường á b,neutral
Trần Nguyễn Hạnh Nguyên Chắc mấy bạn đó chơi đồ nhiều quá Tớ học KHMT cậu ơi 3,neutral
Minh Huyền tội cô bé nhìn thấy con king kông giữa trời,negative
họ cô đơn vì thiếu tình yêu tôi lạc lối vì học quá ngu,negative
 mình cũng hay hát lắm,positive
Ngọc Cầm á à,neutral
Cfs thì cũng bình thường cho tới khi thấy chữ kí của admin,positive
 Qua môn Mác Tư tưởng rồi hả cua nha e ,neutral
mộc mạc và lạnh lùng ha ha ha,positive
Hồng Ngọc lạy,negative
Nguyễn Phương Trang hên xui không phải lúc nào cũng chính xác ,neutral
Đỗ Quốc Vinh năm sau mình cũng đi coi thi thử haha,positive
ghê za,negative
Nguyễn Chí Thành oh,neutral
 tập trên piano cơ 1 thời gian là quen phím hà bạn,neutral
Nguyễn Quyền gì Nguyễn đơ,neutral
Trần Phươnganh đã nghèo rồi còn thêm quả tiền điện hú hồn ,negative
Han Nguyen  rồi la làng lên rồi còn đâu ,neutral
Huyền Anh ừa dạo này HA còn biết đi chửi ngta nữa ,negative
An Hưng thôi sợ quá bạn	,negative
toi muốn sáng đi chiều về nhưng bame không cho thì phải làm sao bạn ơi ,neutral
Trinh Lê bớt cà khịa nha m  không ưa thiệt,negative
Phương Anh Lâm Hoàn kinh nghiệm chép trg sách ăn con 6 dù chép mún què tay ,negative
Thu Thảo  cùng suy nghĩ,neutral
Duyên Nguyễn đế hậu ly tâm phi tần kéo nhau đến làm loạn cũng không hay lắm ,positive
Lin Chang còn nhớ hay đã quên,neutral
Ôi nhìn vào cứ tưởng mấy con pet của chủ thớt Ảnh thứ 4,neutral
Lê Hải Thùy Trang may mà không bị ng khác nhìn thấy 	,neutral
Cho em hỏi cơ sở vật chất hệ đại trà của trường tốt kh ạ,neutral
Nguyễn Ngọc Tín  ý là bao nhiêu cái trồi lên nhưng có cái cmt của nó là đập vô mắt t ,neutral
Tiểu tam này tiểu tam nọ còn thằng đàn ông hình như vô tội chẳng có lỗi gì ấy nhỉ,negative
Minh Hà đúng rồi chị Chửi cũng đừng nên nói như vậy lỡ e nó nghĩ bậy thì hối hận không kịp,positive
Nguyen Nguyen diu túp pơ mix đồ như mix kem trộn,neutral
Ad cho em hỏi muốn ở kí túc xá có khó không ạ,neutral
Mie Le đuýt sắt éo sợ,negative
chứ chi IT là hơi né rồi  ,negative
 không liên quan chứ chúng ta độc lập không có vụ cs HN với cs SG,neutral
Trường Tiêu chỉ mới là ý tưởng thôichớ không có thực hiện nha,neutral
 Chapter 2 vừa code vừa hít nè Thành Trung,neutral
Minh Nhật có 1 cái tus mà A4 dính 2 phốt,positive
Tien Dung Vo sql là gì đó đáng sợ	,negative
Phùng Vũ Thuỳ Trang các em như tấm chiếu mới chưa từng trải,positive
Văn Cường đanh đá quá	,negative
Trần TTrúc Ly Huỳnh Như Ngọc Yến này nè,neutral
Ngta kín lắm Nhìn không ra đâu,neutral
Nguyễn Yến Nhi theo mình thì bán luôn đi cho rảnh nợ Ra nét cài thoải mái nháa,neutral
Ngô Xuân Bảo lại còn phải ở giường tầng,positive
Ánh Ngọc Phan  may quá nhà mình toàn dùng BIDV NHƯNG không có tiền sẵn trong tài khoản D,positive
Phan Thiện Nhân có giấy xác nhận sinh viên nha bạn,positive
chỉ có đàn ông mới mang lại hạnh phúc cho nhau 3,positive
Ủa dân miền Tây là phải “dạ” còn dân miền Nam Trung Bắc là hỏng cần “dạ” đúng hong anh gì đó ơi,neutral
Har Sơn Sao a biét e c22 mà tag vậy ,neutral
Huỳnh Thiện đừng phốt t nha ,neutral
Đạt Tiến Lê có gì lấy lại nick giùm t ,neutral
 mốt rớt môn cái hết lạ liền ,positive
Thanh Phong đời vậy là đủ vui rồi  đợi bạn cuối tháng nhậu lần nè,positive
KTX ĐHQG Confesions hem đòi nữa,neutral
Anh Nam code pro cho em học theo ik,neutral
Đấy là tuyển lần đầu theo kết quả xét tuyểnCòn tuyển bổ sung là không được,neutral
 ảo quá ,negative
KTX ĐHQG Confesions em đến cùng với bạn thì có được đăng kí ở chung không ạ,neutral
Quang Đông khá quá ,positive
Bảo Beo lắc lú,neutral
 Hoa Nguyễn tư ấn cho đàn em nè ,neutral
Yến Nguyễn sao không thấy ông đó đề cập đến ngoại hình của ổng ta,neutral
Hải Đăng số giường gì vậy e ,neutral
Nguyễn Tuấn Kiệt bị khùm ha gì bữa không làm tại ktx lun,negative
Phạm Thanh Thảo ác gì đâu người ta giữ dùm còn không cảm ơn Chưa gì mà đã sồn sồn lên rồi,negative
Vy Thảo đứng chung thang máy với idol hong,positive
 gặp trai là thẳng ý em ,neutral
Toàn đi ib mn hỏi lảm nhảm mấy câu 3Được ai đó ib trước siêu hiếm 3  ,positive
Hồng Hân em đọc cái này có tưởng c viết hong,positive
đừng vì một thằng hông ra gì mà mất niềm tin chứ chị nạ ,neutral
ai cũng được trừ nhỏ này ra nha  n cúp học dữ lắm,negative
Đặng Trần Hồng Hà à thì ra là như zậy ,positive
 18521271 tán bạn qua mail trường đi ha ,neutral
Ủa Qua Nhân Văn tìm bạn gái hông nói bà nội  còn muốn qua cướp trai nữa hả ,negative
 bố mẹ còng lưng ra cho ăn học mà chỉ thi được mỗi 9₫  hong thấy thương ba mẹ à,neutral
Triet Tran xin slot vào chung,neutral
Lê Văn Toàn ủa sao mn bik cfs trường e vô hay dạ,positive
Phan Lộc Sơn mn nghĩ như nào sao tui biết đc,neutral
Huỳnh Châu Trọng Ngữ ful HD kh che nè ,neutral
Hậu Phạm ngta nói là xl không có gì vui chúng t không nên xl,neutral
Đỗ Nhu Quỳnh t chỉ giỏi nói thôi chứ làm thì bó tay,positive
Bích Hậu  eh  sao lại tag tui ,neutral
Khók  Có phải ông bot nào tìm bạn bốn phương không dính tiếng này khó kiếm bồ ,negative
Mọe dẹp nghỉ khỏi hashtag q gì nữa hết á ,positive
Iz Lei  ng quen,neutral
bạn học ngành gì á,neutral
 gáy lên e ơi,positive
 làm em nhớ đến cái này,neutral
Hoàng em Thị Diễm Quỳnh   xong rồi lại viết cfs kêu gái trường mình khó tán ,neutral
Chào bé Nguyễn Thế Hùng dạo này bé có còn chơi trò tạt nước mắm nữa không ,positive
Hữu Nghĩa Mai có đó là Alexa,neutral
Dinh Luyện mới về có mấy ngày mà quên rồi Liện,neutral
Thẳng kín là giả bê đê để chơi dí gái đó hả,neutral
 Phạm Cường vào rì viu rì víu đi giáo sư ,positive
Hung Pham gắt gỏng dì đôu ák	,negative
Lê Trần Như Hảo ấy có nên bán đề cũ kiếm tiền không ,neutral
Phạm Minh Ánh nè mình y chang,positive
chấm hóng ,positive
 Do em không vừa học vừa tấu hài đấy em ạ,positive
Ren Bùi thằng này chắc có thù gì đó với khoa mình c,negative
Lan Thanh chưa có giấy huhu,negative
Gia Huy ủa,neutral
Nguyễn Thu Hà  dẫn chứng thực tế các thứ ,positive
Học hệ thống đi mấy anh chị trong khoa dễ thương lắm như anh Kha Lê nè	,positive
Vũ HoàngAnh  ủa CLC mà  mình VP nên hổng biết gì đâu nghen,neutral
 thử lúc nó nhìn qua khe cosplay làm ma dọa nó ,neutral
Ma Sa Thái Ngọc à ha cô hồn ,negative
Ôi cũng muốn có chuyện để nói với tiền bối,neutral
Hi Quỳnh báo vs mấy anh trong phòng ngay,neutral
Thùy Dung Trương ông số 1 tìm gái khtn không tìm ngoại bangNữ cũng tìm khtn haiz thời khtn tới rồi,positive
DIỆT TƯ SẢN VÀ TƯ BẢN SỰ PHÂN BIỆT VÀ KỲ THỊ ĐẾN CỰC CÙNG,negative
Đặng Thị Tường Vy KHMT ra lập trình ngon nhất em nha,neutral
Thanh Tuyết yên tâm trường có cầu thang,positive
 cuồng phim tàu vl  thôi bỏ đi ông ey tiếc nuối làm gì lo mà chạy dead,positive
Thanh Trút đâu có hài âu 3,neutral
cái này của m hả Nguyễn Minh Nhựt,neutral
Dạ em cảm ơn ạ,positive
Anh Thu Dang e đây c Thư crush e ròi hay gì,neutral
 học tập trong môi trường này nó dị đó bạn như mình vẫn ế nè mà mình có phũ ai đôu,neutral
Lê Hồng Thọ giấy báo nhập học và photo cmnd + tiền nha em,neutral
 chào a/c ạ  a/c có biết nghe rap không rap ý ạ wyouubeom/w,neutral
Đinh Trần Xuân Nguyên  Tim bạn dành cho ai đó rồi mình nào dám,positive
cái này giải quyết sao vậy mn,neutral
Tú Li đúng rồi 2 chị là cô hồn,negative
Mình muốn trao đổi thêm,neutral
 Cái kéo với,neutral
Chi Kim đi thuê nhà trọ đi ở ktx coi chừng mất trinh mà hk biết ,negative
Thủy Tiên Đặng Thị  tại sao không được “hi em” vậy bạn,neutral
Người ta cả đời không đăng story thì làm thao 3 ,positive
Nguyễn Vũ Văn Đức hiểu trong ngữ cảnh chong xán nka ,neutral
Trường liên kết trg a thẻ sinh viên là thẻ ngân hàng luôn,neutral
 Đừng ngại ngần Ở đây có tui không sợ buồn  ,positive
Ngô Diệc Phàm đoán kem chuối,positive
Lại mới lập trang mới nữa à  Lắm trang cfs BK thế ,negative
Hạ Quyên ủa xl gì ở đây vậy bạn,neutral
Nguyễn Hoà gì gì,neutral
Đặng Sĩ Nguyên có phòng 4 và phòng 4 máy lạnh Ngoài ra còn có phòng hai nữa,positive
Hòi lúc mới lên năm 1 mình cũng khóc ngày khóc đêm vì nhớ nhà ,negative
Nhung ái chà chà,neutral
Vy Nguyen đời sống nhạt nhẽo ,negative
